path	label	pca_feat
s3://ad-p8-24/Test/Pineapple Mini/122_100.jpg	Pineapple Mini	[-5.852987653209342,5.173758019324839,3.0779981187346785,-12.00134657021232,-13.810686469496487,-1.3201077668268553,-2.3980344268915066,6.387317864983531,-6.19691342797651,6.8036977471996325,-7.294377956493936,-5.282057765634191,-3.7685254520510285,-9.026443585443182,2.6810081665901815]
s3://ad-p8-24/Test/Pineapple Mini/3_100.jpg	Pineapple Mini	[-11.79382560095163,5.244905235595121,1.6287480384056263,-13.703045208756393,-13.591431155299158,-2.2741824529428576,-3.7390281003846817,10.133988960200853,-5.799856797575107,6.808846413249921,-8.849181429675655,-6.965662319664609,-5.987653920019745,-10.743280426009857,1.1735028408757746]
s3://ad-p8-24/Test/Cauliflower/r_244_100.jpg	Cauliflower	[-17.219846283198038,2.902355917460254,4.900504899473617,-8.76984081962117,-12.10437063842629,2.317623506791089,-5.235994499949059,-0.6565448027246659,3.7025673325794592,13.435256500902033,-8.936259362436367,10.553258064384222,6.280294591795701,-7.095061760213203,7.17252227885728]
s3://ad-p8-24/Test/Raspberry/209_100.jpg	Raspberry	[-1.744543332229148,1.6628949140426066,1.8833795950731773,-17.112579065571243,-5.234468257101892,-5.205027459403806,-0.32446800681169696,-5.794888584712842,-7.275133605816507,2.9662973623964626,-0.7094045281518689,-2.6466893724153935,5.738325997452809,5.178651979283907,4.9612440081385785]
s3://ad-p8-24/Test/Cauliflower/r2_47_100.jpg	Cauliflower	[-18.581092082591976,3.0882255140397303,1.6175386561836846,-10.312262092820987,-13.597140004085393,4.4136321215850245,-2.682301918499155,6.735676981461226,2.2326150500717663,5.962071628559401,-6.279912998254986,6.949189411662467,3.3305896919693976,-3.998824233988397,3.1933196160868116]
s3://ad-p8-24/Test/Cauliflower/182_100.jpg	Cauliflower	[-7.868704890114204,6.841850112766924,2.942755538931666,-9.6300505468461,-10.594691263982615,0.9933464795787507,-3.4328364843718155,-2.018308171956134,0.6276790264080334,10.948967085187569,-6.969226421751947,9.877269646990726,3.5802195565759085,-4.508612397447702,8.096723228506033]
s3://ad-p8-24/Test/Cucumber Ripe/r_49_100.jpg	Cucumber Ripe	[-18.63883196772276,-1.325304740473913,2.478359521202722,0.6168265920437196,10.777084184358596,-1.6197368047224199,-8.412514338747899,2.8395182119753697,7.008623204267953,5.366957693924517,3.1265167421110016,-3.4850032486304685,-4.485130003889083,1.14013293137541,0.7261258740573511]
s3://ad-p8-24/Test/Onion White/r_169_100.jpg	Onion White	[-6.631223761785444,2.7113316358913324,-0.08298038605507699,-4.089126445618266,3.5828090136754303,16.50392909522345,-4.622484071067707,6.751242253205358,2.340562810198584,-7.079179876287139,1.3035622641917708,-5.6361300621205155,1.3992188280963294,0.9358308908369981,5.507702855976617]
s3://ad-p8-24/Test/Pineapple/r_141_100.jpg	Pineapple	[-6.6580555052867565,6.003957852648298,-0.5888512939584984,-10.934519513497396,-12.021137791211169,-4.1778061219627105,-0.6249564017796505,2.3756429284281775,-5.49198597253794,5.807211483103849,-8.948646936827357,-5.4344118309802685,-0.36747850784707903,-6.746084404225783,1.4974602659884437]
s3://ad-p8-24/Test/Raspberry/r_33_100.jpg	Raspberry	[-1.2844625659535271,-0.9204372959307776,-3.591370211910472,-14.945029000637165,-0.9247834461185406,-4.1762253191846925,-1.8230262838959654,1.7192277352916083,-7.739982582039675,-7.703916474185046,-0.27039081974750956,-0.2645141330975047,4.106479034354283,7.076220900403992,2.4940841027010596]
