path	label	pca_feat
s3://ad-p8-24/Test/Watermelon/230_100.jpg	Watermelon	[-11.077001926685197,5.597648729598235,-5.458272291375503,-1.5041665422388042,-0.7985526849046394,2.718871250466899,-1.5848799425907298,-1.8383252430472405,3.750260963090628,-4.632390618300958,-2.806561794221111,-3.7229492027300704,14.492881272404487,4.946337075476814,8.890423733418618]
s3://ad-p8-24/Test/Watermelon/139_100.jpg	Watermelon	[-6.54540170570544,6.6842437939726,-4.49169162266721,-0.307848605873343,0.2099567578526489,2.394800735880295,-1.2184152305758142,2.2660452503966586,5.071810803170645,-6.039944728306918,-4.872460582875081,-2.3519401533007915,14.554773783740142,5.21017536218147,8.350020248367569]
s3://ad-p8-24/Test/Pineapple/243_100.jpg	Pineapple	[-10.201939346862003,5.600473911652357,-1.5476069388968428,-14.007313997849758,-11.023520505599764,-3.424570679019987,-1.4944265991886978,2.510308628159292,-6.119128318228031,10.77557483092618,-8.603939525900563,-9.185257151938709,-2.5885677034330845,-6.727621821399563,-4.0545606155221465]
s3://ad-p8-24/Test/Pineapple/3_100.jpg	Pineapple	[-11.082978668322923,4.420026193547,-2.3057576931381796,-12.975177630714521,-13.348033058772621,-2.979690058036846,-1.5999554684929083,4.186921731182265,-6.867110569275002,9.06405436802511,-7.17198309168391,-7.042595492617184,-3.6390650203948387,-8.026715159020277,-4.555209756143403]
s3://ad-p8-24/Test/Pineapple Mini/r_41_100.jpg	Pineapple Mini	[-15.08790385706356,4.775060993564408,0.3290401058565233,-13.436136619269945,-14.269842800170629,-1.8837561650768608,-6.298094450942637,11.654686926229468,-3.5802087778752156,6.3954735220894685,-9.596257883323803,0.17307126729183223,-0.07328105289941661,-9.17534490442424,-1.7025573928785291]
s3://ad-p8-24/Test/Onion White/r2_1_100.jpg	Onion White	[-11.031779937863277,0.6492090842113791,-0.5499278147509894,-5.110878651712053,5.512052122937782,18.834736754029862,-6.7602257695426236,17.19411106638153,2.1941622476100613,-6.8599656262774875,5.453377398952826,-9.059319802752471,1.5749558593391393,5.663066990876639,6.1920223270157555]
s3://ad-p8-24/Test/Pear Forelle/r_10_100.jpg	Pear Forelle	[0.7399723352616007,9.69484603948921,1.2208018274648136,1.350658441614411,8.289051394658898,-2.6183931242197995,-0.5641629484374078,-3.6275565085973995,0.9645293112208184,7.769460561503076,-3.6706936942873294,4.180732597484585,-2.8328571244748995,0.10797043929324843,-2.554774307466463]
s3://ad-p8-24/Test/Lychee/75_100.jpg	Lychee	[-5.330779465269629,7.08440599819092,0.5760870873745826,-15.109313122290775,-7.674445593530872,-10.851309143506406,-2.4012612890442417,-0.31478464047932386,-4.003485963698776,5.446447960452347,-4.849713032423761,-2.6317807122117713,-1.0171323822172573,1.2373633447777885,3.6677073074922006]
s3://ad-p8-24/Test/Pineapple/r_71_100.jpg	Pineapple	[-11.277774007134594,7.680772492001605,-3.4336495180133593,-11.67375768966498,-9.823331452390676,-6.028450458259161,-7.271333210901433,3.9203003180628646,-4.518368965457653,6.461585811126694,-9.33779597258605,-2.8136936347894608,0.34474631395055827,-4.5135163357172585,0.8483276957223654]
s3://ad-p8-24/Test/Pear Red/r2_140_100.jpg	Pear Red	[7.4835073650435815,4.303090272831239,3.5913507020606374,-7.538789861653582,5.531187673549615,6.258640237785158,-3.9953253149474315,4.364702066429722,-6.089402824907169,2.4350068441729933,7.566574878398177,0.8532888770389099,-2.8278609747114145,5.151035076180194,3.289321671104171]
