path	label	pca_feat
s3://ad-p8-24/Test/Cucumber Ripe/r_165_100.jpg	Cucumber Ripe	[-6.920521034792574,2.0427283880350973,-0.7482453391404739,-3.916884106312036,6.607790138139979,-0.3798218072858714,-6.414002134672155,1.3349922031506347,5.1489797301253315,-0.7098680082767332,2.137629928196388,-6.9707413649816266,-1.0815972899764148,3.011415354020873,1.27155746459707]
s3://ad-p8-24/Test/Watermelon/205_100.jpg	Watermelon	[-9.548541789841186,7.106096972276393,-4.224535759569855,-1.9263437911724892,0.9441267544223978,2.5653243407605792,-1.438828050185914,-0.09052292537409673,3.157790060432345,-5.622871862571189,-5.202638515001521,-3.1522363680039898,16.959557396298298,3.672223072322171,7.210780137111165]
s3://ad-p8-24/Test/Pineapple/189_100.jpg	Pineapple	[-14.135674185536558,5.72981511534648,-0.647816522322159,-13.53300117578056,-10.602818698890905,-4.94071160577073,-2.435235901415024,4.026914250644531,-7.048078406874948,10.798310755193391,-9.405350216663152,-8.265203736339302,-2.856459458121526,-8.053447186277435,-4.137292318222961]
s3://ad-p8-24/Test/Cauliflower/r2_225_100.jpg	Cauliflower	[-7.516187625323973,5.7203602309980734,-0.9657256821810176,-9.60692276549054,-12.191582333315578,-0.8107935859226785,-8.452832156483732,-2.6509751701556,0.6876701266230892,9.412667799563994,-6.34649404884859,7.8285763397297945,2.0231928455272055,-2.4657618287722647,4.123583438717991]
s3://ad-p8-24/Test/Onion White/r_173_100.jpg	Onion White	[-8.965432763864806,3.0903694847231056,-0.8186062494596713,-3.3410875665626327,1.478165090667687,16.83166267988558,-6.230419834235964,9.060624948613324,2.16474721106384,-7.759699030974078,3.204491757521169,-5.074621645238294,0.12689422388580357,1.4872913287045835,5.3414755567814]
s3://ad-p8-24/Test/Pear Forelle/r_15_100.jpg	Pear Forelle	[-0.09226120853197152,7.758822437654736,0.35977690591720246,1.0169412742164818,8.004484109809562,-3.858223051315962,0.701580574807654,-1.51223936731215,1.8541311449504274,3.3718664047984794,-2.9465646332881867,3.9848169323883105,-3.12246515949066,0.2728308269484028,-2.2600899870523494]
s3://ad-p8-24/Test/Rambutan/297_100.jpg	Rambutan	[-15.407310222148476,-0.3509169767849285,-5.7469366255205845,-10.864697976055659,-12.968415445390022,-12.323961675118118,-0.14687681194351548,10.71291030881832,-0.27100813258356793,0.16189435462387008,1.618258422654049,-11.114283334106814,-11.248897625696058,-0.3001846514388524,-9.668031697473207]
s3://ad-p8-24/Test/Nectarine/r_6_100.jpg	Nectarine	[10.290628815610404,4.623665684744006,0.9652528271451971,-9.297265967289754,6.155726312859484,-0.8511492614258465,0.15723940176480866,-2.051473462461612,-8.541032193999193,-0.09471489611265356,0.9626157073437583,1.5715632694224917,2.479703736491483,-0.6771266505265835,-2.2894300847260123]
s3://ad-p8-24/Test/Lychee/88_100.jpg	Lychee	[-6.709127017135774,7.686837442834969,2.6465664368670767,-15.172990295536147,-8.270573591484677,-9.325415434348475,-2.5580326685862063,-1.242439449296223,-4.923554510302141,8.440714513112148,-7.3331119923489245,-1.8534355304564367,-1.1668247827419236,0.1204114334201771,3.7256661673999125]
s3://ad-p8-24/Test/Lychee/86_100.jpg	Lychee	[-6.6916780792986446,7.7344413331285,2.985670315246558,-15.130780080149714,-7.647144326065856,-9.03716190255838,-2.2446803090337104,-1.1322126969433446,-5.662491915549686,8.458280274114216,-7.936135900671624,-1.4516246177429128,-0.5704943069964938,-0.022316335610749034,4.176297919406976]
s3://ad-p8-24/Test/Cantaloupe 1/r_121_100.jpg	Cantaloupe 1	[4.971215552980975,7.4539659032818655,3.2887263616578597,2.521906709533531,-5.465517026763634,-0.9497259299108108,-4.927241798981111,2.3209316728039266,-1.3279450192802515,3.299042502779894,5.56491987680547,2.9789162032831475,0.32351274356827103,2.0104864898982404,1.4643048062066903]
s3://ad-p8-24/Test/Cantaloupe 2/r_244_100.jpg	Cantaloupe 2	[-4.022775342965819,11.726792947044672,-6.690069865948989,2.4470901206242135,-2.3004679546107734,0.7228065198544563,-12.85984614045205,0.03163012632897766,3.847239845060488,-2.614766193974825,-3.4907569651470505,5.624045135260827,2.8877694876583146,2.0095518025485197,-0.2771821849367009]
s3://ad-p8-24/Test/Lychee/r_11_100.jpg	Lychee	[-5.299294867092209,6.270248869663136,-1.6306898734700954,-13.310377164035216,-2.2644942088123297,-14.220594529001557,-3.504693789687475,2.857310395478918,-2.9872667913359554,1.4659919112666941,-1.6376953169572968,-1.5324556066532962,-4.734616685791125,2.078539403497973,4.287945679248428]
s3://ad-p8-24/Test/Lychee/r_9_100.jpg	Lychee	[-8.341069873676629,6.061649881029928,-1.4182858327977792,-13.84365297152178,-3.093549107828379,-14.130069819566014,-5.236495587372729,3.1799634525830824,-2.9611102982823025,0.897104078789732,-3.582265537370418,1.0932215151063702,-5.923716682371951,2.411630295271981,4.989376427855315]
s3://ad-p8-24/Test/Pear Red/r_131_100.jpg	Pear Red	[5.932925197124151,2.8948161645262003,3.7830286848425234,-5.803420417428256,5.615222263699596,5.037357012029623,-2.855741226497296,3.4617297815325023,-6.658599876652882,2.0670344843303208,8.448947278440777,2.3469659113498804,-2.1533384121464803,6.766519474785435,4.074113364628858]
s3://ad-p8-24/Test/Pear Red/r_137_100.jpg	Pear Red	[8.292864562527814,1.6172444773234125,3.703509055208441,-6.126992674527074,5.992141345698293,2.8801396207391345,-3.887331194758881,1.5730642641693164,-6.166151793589103,2.5517915118491326,7.652468602821093,3.814312345010114,-2.7452541914643396,4.978315309975257,1.7699758996327493]
s3://ad-p8-24/Test/Pepper Yellow/r_208_100.jpg	Pepper Yellow	[-7.1030684269013085,-9.719013473505022,9.007470119326502,-2.5616358228099,-10.002948202428342,9.780136653287673,-2.711700526480343,-0.24526857479895584,9.35492828022096,-0.0348979214250219,9.108409950879683,3.6015169443832242,-9.45579682571628,7.21924050218994,-5.437489261831111]
s3://ad-p8-24/Test/Apple Golden 1/r_95_100.jpg	Apple Golden 1	[0.6082220131565933,10.550913394736298,-2.5893878985193175,1.1428292754472826,-5.374614341624325,6.254592466331764,-3.2942359897258595,-3.090883949346002,-0.853686539504502,-0.2827228613092859,-4.338834053295309,2.049858340759591,0.5707272101098156,-2.9402156361865437,2.075843141684158]
s3://ad-p8-24/Test/Limes/r_214_100.jpg	Limes	[0.5158138088363755,11.059652451282409,0.07385228923903876,1.23052079741883,-2.8596515422338538,-6.246320973995245,6.268410899102413,0.37414220347944566,2.2171598764806544,1.7620176475701839,-2.0769153401055944,7.548143389722666,0.7962889834999497,5.880910920398363,-2.5856620487555886]
s3://ad-p8-24/Test/Limes/114_100.jpg	Limes	[6.963606526047504,12.001152751942561,3.121454511999162,-0.36291754721963065,-6.488970005598578,-1.391662413551635,2.1250359439801563,-1.7031945803555684,-2.7899067080188726,1.15191061017876,3.735966343598959,5.11522529517568,2.420100862474551,-0.05741966948414439,0.11607925024592715]
