path	label	pca_feat
s3://ad-p8-24/Test/Watermelon/r_86_100.jpg	Watermelon	[-15.168409629889332,5.02521523931054,-6.990805263433137,-0.16589432145043095,2.5737669237634804,10.0951429862641,-9.35060496079235,17.13736351676175,-0.38835762767834436,-6.678006987478997,5.494253120328971,-7.309753479167627,9.580530596958004,11.823463108250934,11.163330646870273]
s3://ad-p8-24/Test/Watermelon/r_61_100.jpg	Watermelon	[-14.891117306031955,3.348409535262493,-6.842267007438688,0.09768619030518479,2.288179644759334,6.821856111047158,-6.281367423993987,14.25924844120019,2.708472529670427,-7.079689718491407,5.390805228506261,-3.1970806059237415,8.293248872682762,13.482647714761658,12.062732330220213]
s3://ad-p8-24/Test/Raspberry/81_100.jpg	Raspberry	[-5.567782527395722,-4.561917153062846,1.5120891223729274,-18.63448111825401,-6.050253553049402,-5.026722803024592,-1.4573448511317957,-4.574322237270128,-6.2427704550987215,-0.19511276817950218,2.3566600847688846,-3.936208879061504,4.291028866068235,7.367253754951264,1.668979881393089]
s3://ad-p8-24/Test/Cauliflower/r2_210_100.jpg	Cauliflower	[-5.273896167519739,6.11470377007527,1.7106867460960389,-10.786781531719898,-13.16033900219315,-2.429483737113052,-5.40491878221066,-2.979221392474144,-1.023963031121488,10.669901365026798,-6.158208673050062,7.704367676663325,3.6936193034522318,-2.309742176238132,7.096872606895122]
s3://ad-p8-24/Test/Apple Golden 1/107_100.jpg	Apple Golden 1	[2.480928180613161,13.686524356281748,-0.9920850453734287,0.9651930867491783,-2.9068985856635585,3.6074699066337383,-3.6284944983485308,-1.7762406169564824,0.3258260063979615,0.8660734110572895,-2.635273266018464,4.165982397232314,5.179968497427494,0.40483886707048705,1.203451516065582]
s3://ad-p8-24/Test/Onion White/r_185_100.jpg	Onion White	[-13.983983166596225,-0.8671959025552092,0.22861015424963088,-6.916311907099598,1.6542120805379854,15.773841009016238,-6.439793789561377,11.374355595061195,2.190379045920374,-6.438917903181046,4.712561004092436,-6.46964189953551,-1.4191419136367465,1.924176107761938,7.168208710220569]
s3://ad-p8-24/Test/Cucumber Ripe/r_127_100.jpg	Cucumber Ripe	[-6.675904088987429,4.715074117268416,-4.548149862702801,-2.9696473719026817,5.81801739344619,1.4913422287760594,0.44454742313627793,1.62378944772481,1.724911742904442,-2.897804044294435,1.1187355505337004,-3.915369957154561,-1.4563392074240764,-0.8955035960940273,-2.5529255125967545]
s3://ad-p8-24/Test/Raspberry/r_100_100.jpg	Raspberry	[-1.4914871383873025,2.803015365801832,0.12906303080932297,-17.571532431544394,-2.4055674740649944,-5.322019962849526,-3.03763199309067,-3.2183919792995046,-8.56689609553828,-1.6988914036619434,0.26612707728808743,-0.6614935722092853,5.493166719433039,6.393982866054356,4.945776651406212]
s3://ad-p8-24/Test/Pear Forelle/r_6_100.jpg	Pear Forelle	[2.6287121112491794,9.77172441330136,1.3802505083922454,0.7389422224579154,7.273019577601621,-2.709549603346118,0.7752732690592656,-1.1932212325479825,0.5676062139113618,6.576950431251032,-1.147125708842563,4.383845085068888,-1.8192297286942827,0.7411513706783722,-4.358853675409785]
s3://ad-p8-24/Test/Pear Forelle/205_100.jpg	Pear Forelle	[-0.9506878348532747,8.2106509237838,0.3439863724525459,-0.9924227839750633,9.573654279607958,-8.391302181548346,1.6988270246556787,-4.5588002058003365,9.090144431320095,0.9164797859826236,-0.23112742164962521,0.1676658192773191,-1.168087459690177,-1.1703263093985101,-1.065901681809942]
