path	label	pca_feat
s3://ad-p8-24/Test/Watermelon/263_100.jpg	Watermelon	[-9.253222127567435,6.621668869201389,-2.3262616240309866,-1.4882538831590422,-2.1735708855448985,2.156687828247011,-2.6842155658889872,0.5946639392682979,3.815726023511338,-5.613630670126898,-1.4257233977964134,-3.4218578953130723,17.444638525585574,5.6756918917658234,8.648116760728492]
s3://ad-p8-24/Test/Pineapple Mini/136_100.jpg	Pineapple Mini	[-13.269123497813254,5.0790963964978,2.5567499851468964,-14.663859231750632,-13.55165898091023,-2.928857164392209,-4.8160844219586965,10.671176440773655,-5.045137748549513,7.141929178194894,-9.43813431272464,-8.424222455324912,-7.373038573805292,-11.359738557736407,1.1125998088597062]
s3://ad-p8-24/Test/Cauliflower/r_121_100.jpg	Cauliflower	[-4.656964510658612,5.392396786065095,2.7046031604932006,-9.34097928993339,-12.367917440781119,-1.632444342188135,-5.135298288278679,-2.6017583531211255,-1.3268796305837725,10.648645638672141,-5.681328120690523,8.145528075841211,3.7577131921563884,-2.23140442647104,8.166911263452512]
s3://ad-p8-24/Test/Cauliflower/r_132_100.jpg	Cauliflower	[-5.605391744936721,4.557590859742303,0.858712759113274,-10.230586285536296,-13.144601416060512,-1.5642716169160307,-6.4310645161292594,-2.3079652296285014,-0.35657280190313223,10.111485693929543,-5.5256876040692235,8.907964796535232,3.7607139746624756,-0.9089556092061372,7.638868177032689]
s3://ad-p8-24/Test/Pineapple/7_100.jpg	Pineapple	[-9.597013296637087,5.167561219880891,-0.5462209539994908,-14.663110073160242,-13.56072234213711,-2.9138585061560636,-0.3817735142818735,1.859246134317074,-5.4291921613533916,11.139288010925968,-8.443510526545692,-6.344213916160794,-1.6137861335296293,-8.420969608410784,-2.995078907542839]
s3://ad-p8-24/Test/Pineapple/226_100.jpg	Pineapple	[-10.50715962713617,6.415823746227753,-2.735103477830599,-14.734222503235323,-8.803436495859843,-5.734929422787867,-0.9151767665008267,1.6948278625134565,-5.89892727489872,7.10364775637894,-8.619899660089663,-7.388769657149157,-1.8454469544466183,-4.669960917659126,-3.8851600759915885]
s3://ad-p8-24/Test/Cauliflower/44_100.jpg	Cauliflower	[-8.698772149191024,5.824765394972798,2.259510452548219,-8.221627217667564,-11.474527558396828,0.3288740474146482,-1.826625291890348,-0.5316163297077443,2.070075467990524,8.827869646190276,-8.241799303031941,10.760239441164755,3.449110637722665,-6.2353470295362206,6.750226894050774]
s3://ad-p8-24/Test/Cucumber Ripe/r_118_100.jpg	Cucumber Ripe	[-11.107970042815438,2.4619037272893354,-1.670719935833722,-3.2612748021578377,11.8520252103051,1.1683375715766364,-2.6692254009872354,-1.2343146945472214,4.341818003555717,-1.9369526928606393,2.8363063781756277,-5.774447755292404,-0.7364232168726839,2.6487838778697106,-2.4920142620064114]
s3://ad-p8-24/Test/Rambutan/197_100.jpg	Rambutan	[-14.775147454764332,-1.9478987759121251,-7.115870448123534,-12.421928837864588,-12.767679750090728,-9.810510500136958,1.541051404684159,14.977994728995125,-0.12967235476031314,-3.733941889382157,-0.33228628525794646,-11.928667392472411,-13.818759244648037,-1.8095341576691775,-9.02301330782541]
s3://ad-p8-24/Test/Onion White/r_11_100.jpg	Onion White	[-7.756966359987108,-0.3268142474091076,1.8001320708473119,-0.5720590785790481,2.524783217160543,12.864182993993358,-3.396024536785038,9.35164977391043,5.5515098956972535,-1.9852141383787993,0.7667946057628638,-7.616018439762858,-3.2264219145543973,1.5789272932678826,8.342150401795536]
