path	label	pca_feat
s3://ad-p8-24/Test/Watermelon/266_100.jpg	Watermelon	[-8.370923739243935,6.972110558119052,-2.9929829560830687,-2.230485969054677,-0.6420200732499611,0.5659485491485096,-2.572610232376998,1.6910400270115113,3.728472581145808,-6.06409963435927,-1.9798282728321963,-3.7693993200533145,15.212830910647181,4.676613881358624,7.979311225534964]
s3://ad-p8-24/Test/Raspberry/239_100.jpg	Raspberry	[-2.3634473123759836,-0.10273321513295205,2.689879426775068,-18.72393430221489,-4.826871118633031,-5.564030191303319,-1.9729938627165797,-5.624688837845743,-6.614556029238871,2.0469962687971357,-0.6327660847849464,-2.3751127625382273,5.710813695746461,6.399061574439264,4.085371976891841]
s3://ad-p8-24/Test/Raspberry/83_100.jpg	Raspberry	[-6.225275608282284,-3.891155615693041,2.091537791832632,-20.461616834240246,-6.88630711142505,-5.262137550529892,0.017486207465290504,-4.28453675635516,-6.546451344315653,-0.4560856794514393,0.7824670401130183,-4.568507147020164,4.855013599160082,5.432025062037651,1.4220787690767602]
s3://ad-p8-24/Test/Pineapple/273_100.jpg	Pineapple	[-10.209764037166753,6.027736821205507,-1.862486729369997,-13.888698698113005,-11.1718714556549,-3.5723388340443623,-1.634189844568775,2.4475304091606804,-6.051359207878256,9.115510680134216,-7.367359720809655,-9.20351023421697,-2.9374211343897705,-5.095337131435509,-3.840201144118411]
s3://ad-p8-24/Test/Raspberry/104_100.jpg	Raspberry	[-3.195103308675407,-3.3650601946831644,0.821481758867833,-16.705131382770723,-6.67590342690616,-2.198055869806343,-0.5816613911678722,-4.919694036709193,-5.889407571614325,0.09418694950503897,1.702592754657171,-4.022638838660626,4.30511087144963,7.0715654577701015,1.8301621900370624]
s3://ad-p8-24/Test/Cauliflower/28_100.jpg	Cauliflower	[-8.094192543065166,4.9079009390157635,3.0095212682404027,-10.529281172002236,-12.269055660703913,-0.12111425200151436,-0.6991352017112007,-1.2714732429554956,-0.4978501178150923,9.702361602224785,-6.6460467198936035,10.981280308967396,4.887797643386462,-5.620287994993316,8.70584247411425]
s3://ad-p8-24/Test/Cauliflower/r2_56_100.jpg	Cauliflower	[-21.352630410704094,1.4970213020752468,0.9490136821661758,-8.072300372750917,-11.128637014107186,9.647308986736936,-6.674113583438578,11.533125625552318,4.342868623277691,8.676680420127653,-6.428214743086169,10.114530109333797,0.9297245269789114,-2.3795088640644178,2.8014477169633745]
s3://ad-p8-24/Test/Lychee/325_100.jpg	Lychee	[-6.755188760416968,5.435360723906487,0.06701236044729175,-15.509278311820571,-5.879777129152358,-13.499645652134284,-2.707913421364461,-1.9951279433495073,-2.791410990818868,3.0450255852535633,-3.282574885542158,-2.137303426147447,-3.593033166427415,3.092008736022663,2.69395831170178]
s3://ad-p8-24/Test/Pear Red/r2_111_100.jpg	Pear Red	[6.418351719869057,5.678916225621014,2.695806906595152,-8.676197529538259,7.256255587137939,4.888998470711289,-3.6828421937075513,3.885777424637786,-7.396438324044253,1.864161177643738,5.4664546842717945,2.3156656045347015,-1.5247503486230871,5.794769508225836,3.2401079910469486]
s3://ad-p8-24/Test/Pear Red/r2_90_100.jpg	Pear Red	[9.91385225804311,4.590798259323788,2.5694373776722506,-7.441269823051142,5.16130083045085,3.941528070271366,-2.01832256957327,-0.7333943022774518,-6.8405626612579855,0.42996548685653646,3.4918860080658862,0.5723043472171981,-0.7858585026751932,1.376115602188445,1.993385463263141]
