path	label	pca_feat
s3://ad-p8-24/Test/Pineapple Mini/298_100.jpg	Pineapple Mini	[-7.628121145349632,5.864430958651899,2.4648474490010392,-15.410970417548906,-13.291477859789795,-3.3719834468258507,-1.9671199132168695,7.314539392634639,-7.449837339601878,7.334629558794282,-8.045731100778566,-5.509180188554418,-3.2580884371469954,-9.262512347381227,2.752217988287157]
s3://ad-p8-24/Test/Cauliflower/r_267_100.jpg	Cauliflower	[-10.3048957632044,2.7282733275296063,4.790242057782671,-8.053376321057392,-12.50372093633377,2.9920995237468997,-2.2625018038727287,0.12306797091763196,-0.3956610606376108,11.57351543288282,-7.253417030046976,9.06870220931621,3.4834133200538657,-5.339128808293389,7.9314826034281]
s3://ad-p8-24/Test/Pineapple/267_100.jpg	Pineapple	[-11.926831410546455,6.577682544759946,-2.0295516563303067,-14.451600013130376,-10.738350225909052,-3.3055114685644256,-3.579102297269181,2.22647919276817,-5.790096916053549,9.71645840844731,-8.07294418502303,-8.233656918813155,-1.824482928230582,-3.979171124443311,-2.202410065809878]
s3://ad-p8-24/Test/Pineapple/206_100.jpg	Pineapple	[-14.9856354737377,7.22191743807682,-2.184753563185054,-15.366840653089705,-9.946033803901395,-4.049463338381289,-3.2049409906993973,4.341468021791586,-6.474973584279273,11.679058148537328,-9.845817227630317,-8.301379413539946,-0.8531094171027401,-4.512457744636623,-5.737431780764261]
s3://ad-p8-24/Test/Cauliflower/30_100.jpg	Cauliflower	[-10.488425208176906,4.866577805770303,3.1796416100557967,-11.049875212056003,-12.637667555649651,-0.37496447908195707,-0.36533383111534873,-0.7891933989503875,0.23416379483133448,9.588047948138202,-7.549001422740044,11.373366387434327,4.503052223636065,-6.555904004872237,7.40528209984957]
s3://ad-p8-24/Test/Cucumber Ripe/r_121_100.jpg	Cucumber Ripe	[-9.11721053494228,3.3836396074654744,-3.345042745041832,-2.7599266650217555,12.34627261890118,1.8700259991921118,-2.6428841991894814,-0.3843461446115749,4.943885869778081,-1.2410328612890884,1.947216159211761,-5.833021242246673,-2.2964909634521598,0.6746070061663306,-3.3485967635366136]
s3://ad-p8-24/Test/Pear Red/r2_115_100.jpg	Pear Red	[5.42257279090159,6.457930586911655,3.8241537820155167,-7.67759641712951,6.855935123619574,4.661103368243764,-4.225000225976794,5.604389748657573,-6.763129968482273,2.181410445653321,6.216178153866988,3.807459669305056,-2.4357629728667587,7.691320124037784,2.0670020405650664]
s3://ad-p8-24/Test/Pear 2/r_259_100.jpg	Pear 2	[9.584586157069293,8.877634841870771,5.190622259144198,2.443477467842843,3.8165308579795343,0.7524724601768839,0.7598574893920508,2.4357356966811357,-1.9024439413879284,3.3931670579647646,-0.8009871209944495,-0.5344386210419754,-3.2909353182154497,2.5497342405597756,1.5023914001109242]
s3://ad-p8-24/Test/Lychee/43_100.jpg	Lychee	[-8.625760698768852,5.981102854087632,2.6599318855309093,-19.889483228075875,-8.379821426731493,-13.940403224301466,-0.5107137684963737,-0.5340289946198923,-4.620328767196284,5.37751764251232,-4.974886243920484,-3.900282159831678,-1.6195502130128765,1.6083348322831124,3.3460921512506974]
s3://ad-p8-24/Test/Pear Red/r2_264_100.jpg	Pear Red	[8.352524925556125,4.398684022615162,5.128363906634756,-5.352460512497352,9.321717439638642,2.676105168974847,-0.5844619136651906,-1.9722922860184953,-3.5060067743338057,4.72119641129469,3.5211303800426146,1.6603403349904535,-2.97497212933736,0.6433198549867091,1.1977087102573711]
s3://ad-p8-24/Test/Beetroot/r2_83_100.jpg	Beetroot	[-1.9387380803293741,5.6213075996417095,-9.424792019465912,0.6612981154110414,4.7550203097006944,6.30324668640942,-7.152402273007744,2.6029429706371996,-1.92814912740198,1.2794718796022873,3.1733972173531906,0.7899739866480032,3.098114605263233,0.32188955229935806,-2.2550920453768497]
s3://ad-p8-24/Test/Rambutan/139_100.jpg	Rambutan	[-18.996453098053085,0.47297079447329277,-5.994537035583281,-12.599620826600688,-12.172636063341944,-12.421487954391386,-0.7678943610743295,19.125195057172252,1.0538040232936838,-1.2629169743560695,-1.9087464337441036,-14.758627920796815,-14.608414790829974,-3.5169689072071533,-12.522867619978822]
s3://ad-p8-24/Test/Lychee/r_5_100.jpg	Lychee	[-8.0228791444147,6.006603938382871,-1.57262891805048,-14.150334863149364,-1.5045464585502215,-13.059773858265249,-5.857585194829172,3.933820030129242,-2.961892167734839,1.6976941684506561,-3.295080952499201,0.32909659269919755,-6.323751499935545,2.244035717543898,3.5231737520649937]
s3://ad-p8-24/Test/Pear 2/r_265_100.jpg	Pear 2	[10.952934750020905,8.457141400279621,4.2368014464595625,0.9492275841420241,4.298798159399789,-0.033242623984088004,-0.4333611462445022,1.3282917831891972,-2.016675420718428,3.07968672137173,0.12329393583356925,0.9995146511222636,-1.2550593233584295,1.0555198457891404,0.34378200808905607]
s3://ad-p8-24/Test/Pear Forelle/206_100.jpg	Pear Forelle	[-0.40379871313766386,8.57336370542962,-0.3624881068679934,-0.7583138598541115,10.377819746366171,-7.3158061055253345,1.7942495082189902,-5.182577999070428,10.011160813728775,0.7698420398752022,-0.13073386106188184,-0.8696858476962872,-0.500992115429055,-0.46513263774962543,-0.12944554451081072]
s3://ad-p8-24/Test/Lychee/r_12_100.jpg	Lychee	[-5.465591871908763,6.610221450388658,-1.8514624643938489,-13.927471832746363,-2.856844989122269,-13.921121014478821,-4.330701231631125,1.2949653749355392,-3.250259961081882,0.17804320475877625,-2.660232790729973,-0.20513083593767445,-5.842732400239873,2.309570552158451,5.294633441233361]
s3://ad-p8-24/Test/Pear 2/r2_140_100.jpg	Pear 2	[3.0620783634554574,16.834914281543295,3.6036398227853996,7.489122106941144,4.2303665546615346,2.9675552981795317,-0.6648021702268709,5.555453520292258,-0.9916710700213758,2.683385332628949,-3.301796651414821,3.83383967979737,-2.4486644316101707,6.844557578894947,-1.862493257428359]
s3://ad-p8-24/Test/Pomegranate/76_100.jpg	Pomegranate	[8.139394259992372,2.085814524821606,-1.0795945021790376,-8.132345105445394,10.006501069263685,-1.9824661620452115,3.614822579651865,-1.1484080080144021,-6.441405765561105,-4.992374772205891,-1.4662556529538053,5.198327994023892,1.355100695504172,-0.42824213298612174,-3.245120867821103]
s3://ad-p8-24/Test/Strawberry/33_100.jpg	Strawberry	[-4.48869933318601,-3.5750325601973434,5.7850903088611805,-15.152215509534221,2.4773692633174833,-1.3358860746160592,0.6561158820354087,-8.260024298391794,-4.00816913452481,-1.8922944574049114,2.873474912801767,-2.496123480596744,-0.13682630645999733,4.107374999307226,1.5487699724394783]
s3://ad-p8-24/Test/Cantaloupe 1/98_100.jpg	Cantaloupe 1	[6.071187947209361,10.208751617904511,0.015414638983881712,2.812014367286492,-8.459875079087473,-3.954046970190091,-6.696603594547813,-1.8862032329122915,0.38016147432689995,-0.4125355394078956,4.214180670204391,1.3549730624883642,1.4130690503973145,3.0401380614326183,2.942299487259193]
s3://ad-p8-24/Test/Orange/r_4_100.jpg	Orange	[7.962214674630557,8.159834842330447,2.8096725809851963,-1.063585805753442,2.7470014372611042,-4.107504369887429,0.698879409532158,-1.4247051120557324,-0.04949542655941199,0.4152084909231901,4.380188024734382,1.8419180482788613,-2.7340047465471313,-0.9703755609103826,-2.50710954557583]
s3://ad-p8-24/Test/Limes/148_100.jpg	Limes	[6.745359851724616,10.963697638810313,3.0886820212678665,-0.6382825130242088,-7.308338946573031,-1.2700175264803,1.6313608192824607,-1.4268039176505094,-1.413729181398275,1.281837896736408,5.742020169530589,4.357664464548145,2.678369845222252,-1.102132808972471,0.3941785417552831]
s3://ad-p8-24/Test/Nectarine/r_58_100.jpg	Nectarine	[11.642211097026644,-2.7771745944642143,-0.2772577401531216,-9.873600080061673,6.6848689819233185,-1.082959218234259,-1.0910574392743875,-1.8079256651694033,-8.462610282412882,0.19311972474462738,2.99808120370237,1.0471182321842323,2.8470224847034222,-0.8386165773122705,-2.2144323876766197]
s3://ad-p8-24/Test/Pepper Yellow/r_195_100.jpg	Pepper Yellow	[-4.7660275890964,-7.2143405749197855,11.645080675778363,-2.3695175579688024,-12.034481035665406,10.85650047819514,0.12557218264363332,-5.397908471497657,5.103017227526683,0.019549183669182665,6.601189268629901,1.921006645064753,-6.909203915823684,4.623304299634246,-2.2324405477788027]
s3://ad-p8-24/Test/Pear Stone/r2_171_100.jpg	Pear Stone	[-3.590588995095694,10.391214478880775,-7.295045278916458,1.5832853611551925,1.9628616564474404,5.269812279906953,-8.68645100571499,3.1035286619780917,0.4755113051999729,7.501737814345655,-0.14107853559786562,6.404376102556793,3.569522465497444,6.0037511667710515,-2.7784684926208323]
s3://ad-p8-24/Test/Beetroot/r_140_100.jpg	Beetroot	[-5.31631891673232,6.791844062850317,-7.53706233102197,-3.423365556241455,0.983198934803677,2.6016138863324056,-0.5835973689900413,2.174053633582615,-0.14738778406323189,-0.34414300617352545,1.0144158494720399,-0.8652930800359744,-3.4273632211724525,-2.402355396835776,0.027057633548341523]
s3://ad-p8-24/Test/Pear Stone/r2_305_100.jpg	Pear Stone	[-1.7139197612441517,13.229150502634406,-4.495633083627966,-3.037690961617612,6.265962964085511,2.1270040422849776,-5.564441580186682,-0.4749264549143132,0.41482476488616543,7.381082647163382,-1.3772876321233092,6.17532222844117,3.551159236330724,5.513935282841259,-0.8135563321172417]
