path	label	pca_feat
s3://ad-p8-24/Test/Cucumber Ripe/r_164_100.jpg	Cucumber Ripe	[-5.429815308312553,3.044395513436282,-1.030649520629242,-4.8108689164454175,6.750601814230246,-1.0435169728517468,-5.8627193124611034,0.33020006008308034,4.365969189707918,0.10832931101104183,2.8868882659903914,-6.736940249783749,-0.11015754798248632,2.5331988819603692,1.8546082749066126]
s3://ad-p8-24/Test/Watermelon/238_100.jpg	Watermelon	[-8.725156535164583,5.754226346360007,-4.558024166823906,-0.678469239273666,1.9596440666595207,2.267703458094389,-2.046740362451444,0.6613290925719064,2.6336969253107814,-4.572976831595111,-3.1852065425415996,-5.884920761462373,13.536612819117785,5.333480740139726,8.36192737948423]
s3://ad-p8-24/Test/Pineapple/326_100.jpg	Pineapple	[-11.262435966056094,4.292547921091549,-1.3314193429471644,-12.466879926960084,-13.069759619940191,-2.7404242881768224,-2.0211040935457,4.92769333753076,-6.500562479774588,10.806340853872639,-8.423543800866469,-8.001585970397953,-3.63135162448352,-8.617209640495494,-3.8006478107358923]
s3://ad-p8-24/Test/Cauliflower/r2_204_100.jpg	Cauliflower	[-4.709735023900801,6.345831112390943,1.0513518999453546,-9.521631702497832,-12.200614973620807,-0.5247789600694633,-5.208499782274794,-2.6552293354821006,-0.7671815378438313,10.80947201876849,-5.281697529012514,8.591069363648023,2.5405384606574284,-3.4658007559378308,7.545861270272277]
s3://ad-p8-24/Test/Onion White/r_0_100.jpg	Onion White	[-11.017121440469639,-0.892738186638427,1.3970952458455703,-5.88755082636113,4.657243550966103,16.47892143438269,-5.738714863641338,15.091662018756251,2.3495728576296497,-3.5666304501568806,5.338492636756123,-6.923901360249106,-1.5022401194397148,3.838192728711415,7.932939194826939]
s3://ad-p8-24/Test/Onion White/r_190_100.jpg	Onion White	[-11.933967420242809,-0.28077003533855865,1.1050572351597154,-5.078803231174759,6.014273492507142,16.514357311811764,-7.238077214617355,15.204702554610984,1.7423608309739556,-3.9864058683606207,5.981000286166891,-6.667963825764571,-1.5861520578813184,5.503796038408639,9.175804742654016]
s3://ad-p8-24/Test/Pear Red/r2_101_100.jpg	Pear Red	[7.8754960668552085,5.739669488579023,4.718727762217309,-7.923853865085622,6.1888792688500365,4.503800270154039,-2.365149365538437,1.3737000611730434,-6.906909943290761,2.0915774192092846,5.391370526198793,1.5260059295380626,-2.005498892652169,4.790660785265302,3.060745202271282]
s3://ad-p8-24/Test/Mandarine/r_117_100.jpg	Mandarine	[6.299377365985978,7.1295721522197475,4.698408404368851,-4.602664058282204,-0.5569573186396453,-0.010867498279726807,-1.9273252789379582,-0.5379835715426421,2.78498260646395,-2.397997834386529,9.839665466085744,1.5698000482230434,1.6559875670695765,-6.088600534182683,-2.638138977112046]
s3://ad-p8-24/Test/Lychee/47_100.jpg	Lychee	[-6.348623171656639,6.493829129747871,3.26578100572773,-17.865380063717822,-6.1353264084402435,-13.811907483545658,-2.206845303121987,-1.6944237600770802,-3.8985496517821536,5.1257853828937465,-3.824879057289575,-2.8712617075870663,-0.9988338328684728,2.334666828829455,5.338753175239451]
s3://ad-p8-24/Test/Beetroot/r_170_100.jpg	Beetroot	[-2.4657572612015124,5.849300849364496,-6.661976348116074,0.46368907863490844,3.2007886259562044,4.8410286132998035,-4.136727174603452,0.43635818189494885,0.832559602004602,1.9122238351170215,3.463799297680556,0.6132046410343198,-0.08255923256487742,0.12208292596483084,-0.6457992214490419]
