path	label	pca_feat
s3://ad-p8-24/Test/Watermelon/r_183_100.jpg	Watermelon	[-1.2354533109944756,5.435219760712233,-5.590314786753797,1.3874140773897268,1.2923845526773299,5.257252865132318,-7.058032345954603,-0.1936579595647773,3.6656479353884497,-2.229803259554297,-4.103631306195295,-3.043711596001777,6.577987460172125,2.8289722319998587,3.8496359505554234]
s3://ad-p8-24/Test/Pineapple Mini/295_100.jpg	Pineapple Mini	[-6.819388001137963,5.656708055693443,3.284106930823615,-14.581893395637652,-13.127093318547528,-3.8433439702252357,-1.4688110174388127,7.096312075557084,-7.52205417841946,5.485792064100794,-6.371658643030108,-4.3714360137995545,-0.9734698414637201,-7.105090274523041,2.158155239125887]
s3://ad-p8-24/Test/Cauliflower/r_242_100.jpg	Cauliflower	[-15.710259707626655,2.233395906718048,4.502018119831491,-8.317167492744574,-11.561648391663946,2.3032077318960904,-5.159917364045648,-2.82646984344358,3.477515360348624,13.332959606914875,-7.723335679874062,9.898773678270858,4.343645688293834,-6.936637762908853,6.315727179531763]
s3://ad-p8-24/Test/Cauliflower/r_311_100.jpg	Cauliflower	[-9.408506972404238,2.745395281389428,2.1371756548735448,-10.409346840231965,-15.325619074097743,3.4698886964693827,-3.966178559307608,0.8711743679067031,0.17824893862729185,8.723324263414018,-6.1364647275661355,6.856762856256863,3.645493731550328,-6.223937806436408,7.817480883015604]
s3://ad-p8-24/Test/Raspberry/94_100.jpg	Raspberry	[-1.6323228627690063,0.08142939534287066,1.627976255842938,-16.563427474379413,-5.658901005601004,-3.588526256946143,1.1374622112365793,-3.3561795287720284,-6.469304467522891,0.9037678739855516,0.9913356652551188,-4.677738406659723,6.122014346785651,5.081732027304218,1.6683219110379617]
s3://ad-p8-24/Test/Pineapple/309_100.jpg	Pineapple	[-8.709640814422038,4.772986878535146,-0.8019537268006882,-13.61031837850671,-13.387435924624437,-2.1186864566938524,-0.8008145376865734,1.4256888308678952,-6.564172286951191,10.786143111309526,-7.001546598481327,-7.459628447734335,-2.016987396848222,-7.326971138151913,-3.2772800927110297]
s3://ad-p8-24/Test/Cauliflower/185_100.jpg	Cauliflower	[-5.9023744296935545,6.774340779974558,2.8605637605726413,-8.532707378249933,-10.52544416042149,1.0176639321724392,-4.151403091073159,-2.17477599108602,-0.26318135286632754,10.408824823287398,-6.515750111302303,9.47095624350252,4.010691769136536,-3.575284760034544,8.273941916126532]
s3://ad-p8-24/Test/Cucumber Ripe/r_122_100.jpg	Cucumber Ripe	[-7.883720271514847,4.839982875562566,-4.0220456291640065,-4.7890272781662775,11.01104706242264,1.5895092925019043,-1.3290801865532587,0.5416416111576646,2.311689219540231,-1.6571566962749036,1.1142277036283277,-4.32784595893435,-1.8004034445524828,0.3768685885543765,-3.0212655028486353]
s3://ad-p8-24/Test/Apple Golden 1/74_100.jpg	Apple Golden 1	[4.0215085997506765,13.17999594115863,-0.33407997357721975,2.830434901998398,-3.9196286806839638,3.8278680444439233,-1.6760480879748556,-3.1987671849297636,-2.69621614556343,-0.27171687591809207,-4.777620568066879,1.0399286372400935,0.2010822899631762,0.8769184485464058,3.044626941732192]
s3://ad-p8-24/Test/Lychee/97_100.jpg	Lychee	[-5.907126160045507,8.21864333891162,2.8354703009632742,-15.963714870642542,-8.00823277322618,-9.470572735277582,-2.5312393371132056,-0.9978232911158801,-5.581545006539446,8.223605291020721,-7.045842294107273,-2.4194231170429226,-0.41234601034689594,0.001759849231011145,3.4183956243146274]
